,2021-2022,2013-2014,2014-2015,2015-2016,2016-2017,2017-2018,2018-2019,2019-2020,2020-2021
0,Real Madrid,Atletico Madrid,Chelsea,Chelsea,Chelsea,Chelsea,Real Madrid,Real Madrid,Real Madrid
1,30.0,33.0,21.0,18.0,23.778,18.0,19.0,17.0,26.0
2,"€227,308.00","€114,353.00","€249,154.00","€320,385.00","€252,500.00","€227,308.00","GROSS P/W
(IN EUR)","€227,308.00","€227,308.00"
3,36,36,32,23,36,35,27,34,38
4,,,,,,,,,
5,,,,,,,,,
6,,,,,,,,,
7,,1,,,,,,,
8,29,23,30,29,28,34,36,20,28
9,16,20,13,5,16,15,8,18,17
10,100%,100%,100%,100%,100%,100%,100%,100%,100%
11,1,,5,1,,,5,2,
12,95%,95%,84%,61%,95%,92%,71%,89%,100%
13,1,2,1,1,1,2,2,1,
14,,,,2,,,,,
15,72%,78%,63%,35%,81%,57%,52%,68%,66%
16,19%,14%,28%,43%,8%,17%,11%,24%,24%
17,8%,8%,9%,22%,11%,26%,37%,9%,11%
